1.0, 18.0, 33.0, 1.6333333253860474
0.0, 18.0, 33.0, 1.7000000476837158
1.0, 18.0, 33.0, 1.6333333253860474
2.0, 18.0, 33.0, 1.5666667222976685
3.0, 18.0, 33.0, 1.5
4.0, 18.0, 33.0, 1.4333332777023315
3.0, 18.0, 33.0, 1.5
4.0, 18.0, 33.0, 1.4333332777023315
5.0, 18.0, 33.0, 1.3666666746139526
6.0, 18.0, 33.0, 1.2999999523162842
5.0, 18.0, 33.0, 1.3666666746139526
6.0, 18.0, 33.0, 1.2999999523162842
7.0, 18.0, 33.0, 1.2333333492279053
6.0, 18.0, 33.0, 1.2999999523162842
7.0, 18.0, 33.0, 1.2333333492279053
6.0, 18.0, 33.0, 1.2999999523162842
5.0, 18.0, 33.0, 1.3666666746139526
6.0, 18.0, 33.0, 1.2999999523162842
7.0, 18.0, 33.0, 1.2333333492279053
8.0, 18.0, 33.0, 1.1666666269302368
9.0, 18.0, 33.0, 1.100000023841858
11.0, 18.0, 33.0, 0.9666666388511658
12.0, 18.0, 33.0, 0.8999999761581421
11.0, 18.0, 33.0, 0.9666666388511658
13.0, 18.0, 33.0, 0.8333333134651184
23.0, 18.0, 33.0, 0.1666666716337204
19.0, 18.0, 33.0, 0.4333333373069763
16.0, 18.0, 33.0, 0.6333333253860474
22.0, 18.0, 33.0, 0.23333333432674408
20.0, 18.0, 33.0, 0.36666667461395264
19.0, 18.0, 33.0, 0.4333333373069763
18.0, 18.0, 33.0, 0.5
19.0, 18.0, 33.0, 0.4333333373069763
21.0, 18.0, 33.0, 0.30000001192092896
20.0, 18.0, 33.0, 0.36666667461395264
21.0, 18.0, 33.0, 0.30000001192092896
22.0, 18.0, 33.0, 0.23333333432674408
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
26.0, 18.0, 33.0, -0.03333333507180214
25.0, 18.0, 33.0, 0.03333333507180214
26.0, 18.0, 33.0, -0.03333333507180214
25.0, 18.0, 33.0, 0.03333333507180214
26.0, 18.0, 33.0, -0.03333333507180214
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
26.0, 18.0, 33.0, -0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
22.0, 18.0, 33.0, 0.23333333432674408
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
26.0, 18.0, 33.0, -0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
22.0, 18.0, 33.0, 0.23333333432674408
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
22.0, 18.0, 33.0, 0.23333333432674408
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
22.0, 18.0, 33.0, 0.23333333432674408
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
22.0, 18.0, 33.0, 0.23333333432674408
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
22.0, 18.0, 33.0, 0.23333333432674408
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
22.0, 18.0, 33.0, 0.23333333432674408
23.0, 18.0, 33.0, 0.1666666716337204
22.0, 18.0, 33.0, 0.23333333432674408
23.0, 18.0, 33.0, 0.1666666716337204
22.0, 18.0, 33.0, 0.23333333432674408
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
25.0, 18.0, 33.0, 0.03333333507180214
24.0, 18.0, 33.0, 0.10000000149011612
23.0, 18.0, 33.0, 0.1666666716337204
22.0, 18.0, 33.0, 0.23333333432674408
25.0, 18.0, 33.0, 0.03333333507180214
26.0, 18.0, 33.0, -0.03333333507180214
